Majority_code,booked_days,order_price_paid,sum_kids,sum_adults,private,group,family,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cat_10,cat_11,cat_12,cat_13,cat_14,cat_15,cat_16,cat_17,cat_18
98,10.0,0.8339,0.0,1.0,0.5638624883420148,0.2180687558289926,0.2180687558289926,0.049278794208482295,0.06669871634422771,0.06669871634422771,0.049278794208482295,0.08976008610187078,0.049278794208482295,0.049278794208482295,0.06951944015517654,0.049278794208482295,0.049278794208482295,0.049278794208482295,0.049278794208482295,0.049278794208482295,0.049278794208482295,0.049278794208482295,0.049278794208482295,0.06669871634422771,0.049278794208482295
100,1.3333333333333333,0.8250000000000001,0.0,1.0,0.4774140552137593,0.30451718895724816,0.21806875582899257,0.053971361176884954,0.06558464260071523,0.059343092630876254,0.04772981120704598,0.07471733913597163,0.04772981120704598,0.04772981120704598,0.0718261925705542,0.06558464260071523,0.05447669318927739,0.06558464260071523,0.04772981120704598,0.04772981120704598,0.04772981120704598,0.04772981120704598,0.04772981120704598,0.059343092630876254,0.04772981120704598
101,1.6875,0.6660375,0.06875,0.93125,0.4125777303675676,0.30451718895724816,0.2829050806751843,0.06538110152167376,0.050579616070947415,0.050579616070947415,0.050579616070947415,0.050579616070947415,0.050579616070947415,0.050579616070947415,0.06500210251237944,0.055260778548326644,0.0910609079643359,0.050579616070947415,0.050579616070947415,0.050579616070947415,0.05563977755762097,0.05563977755762097,0.050579616070947415,0.05563977755762097,0.050579616070947415
102,4.621621621621622,0.7060162162162162,0.038288288288288286,0.9617117117117118,0.47975049935236075,0.2647976386010226,0.25545186204661663,0.054130268511279736,0.053848165208842655,0.053848165208842655,0.050081695557870676,0.08041124360573776,0.050081695557870676,0.06742322761585734,0.05587245168554719,0.053848165208842655,0.06321076319896965,0.05196493038335667,0.050081695557870676,0.05226987349805384,0.05664622937842016,0.050081695557870676,0.050081695557870676,0.05603634314902582,0.050081695557870676
103,2.9583333333333335,1.0052083333333333,0.23956054910002278,0.7604394508999772,0.3117212250512695,0.2612929723931204,0.4269858025556102,0.05105598534468622,0.04949559785222648,0.06256053945403553,0.04949559785222648,0.06298936181668931,0.04949559785222648,0.05105598534468622,0.05263397852576312,0.05263397852576312,0.07268086242738266,0.05094725803020526,0.04949559785222648,0.051182318347784334,0.08617462639184548,0.04949559785222648,0.04949559785222648,0.0596159208255736,0.04949559785222648
105,3.55012853470437,0.6874421593830334,0.0845561964456566,0.9154438035543434,0.37363148896467097,0.3211846246503565,0.30518388638497246,0.05243569564151498,0.05298685675957063,0.05797770130987124,0.04951639753645474,0.05249332370761843,0.049874647863153876,0.0549644333632084,0.05870320479025229,0.057265188374934044,0.08081939225086396,0.05500618419927829,0.04951639753645474,0.049932657607337914,0.062087689061121214,0.04951639753645474,0.04951639753645474,0.05954583597133779,0.05784159895411818
108,0.5,0.3579,0.0,1.0,0.5638624883420148,0.2180687558289926,0.2180687558289926,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.09153892612745644,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.09153892612745644,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796
109,0.0,0.8057000000000001,0.0,1.0,0.5638624883420148,0.2180687558289926,0.2180687558289926,0.0865948614006196,0.049145561581585784,0.049145561581585784,0.049145561581585784,0.049145561581585784,0.049145561581585784,0.0865948614006196,0.049145561581585784,0.049145561581585784,0.049145561581585784,0.049145561581585784,0.049145561581585784,0.08962685347497426,0.049145561581585784,0.049145561581585784,0.049145561581585784,0.049145561581585784,0.049145561581585784
110,18.666666666666668,0.8056333333333333,0.05555555555555555,0.9444444444444445,0.5062301995898445,0.21806875582899257,0.27570104458116296,0.047499954182896625,0.0591132356067269,0.07072651703055717,0.047499954182896625,0.06099371814735945,0.047499954182896625,0.047499954182896625,0.0591132356067269,0.0591132356067269,0.07260699957118973,0.0591132356067269,0.047499954182896625,0.047499954182896625,0.07260699957118973,0.047499954182896625,0.047499954182896625,0.0591132356067269,0.047499954182896625
114,6.9375,0.9420375,0.125,0.875,0.45580194693169535,0.2396808641110565,0.30451718895724816,0.059019212856188906,0.049656887901430455,0.049656887901430455,0.049656887901430455,0.06919235289538749,0.049656887901430455,0.054338050378809684,0.06805535586750448,0.06337419339012526,0.06483737236145114,0.049656887901430455,0.049656887901430455,0.049656887901430455,0.0698975338481247,0.049656887901430455,0.049656887901430455,0.049656887901430455,0.05471704938810401
115,0.5,0.29200000000000004,0.0,1.0,0.5638624883420148,0.2180687558289926,0.2180687558289926,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.09153892612745644,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.09153892612745644,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796
117,6.428571428571429,0.8647142857142857,0.14285714285714285,0.8571428571428571,0.2674678604737101,0.41566517440786244,0.3168669651184275,0.06121112771022557,0.05051132776193019,0.05051132776193019,0.05051132776193019,0.05051132776193019,0.05051132776193019,0.05051132776193019,0.06121112771022557,0.05051132776193019,0.05051132776193019,0.05051132776193019,0.05051132776193019,0.05051132776193019,0.11990782815059617,0.05051132776193019,0.05051132776193019,0.05051132776193019,0.05051132776193019
122,10.75,0.6763250000000001,0.14583333333333331,0.8541666666666666,0.43418983864963145,0.2180687558289926,0.3477414055213759,0.059052521012913035,0.05840015712602729,0.05840015712602729,0.049690196058154584,0.06993084200484882,0.049690196058154584,0.059810519031501704,0.059052521012913035,0.049690196058154584,0.06993084200484882,0.049690196058154584,0.049690196058154584,0.049690196058154584,0.059810519031501704,0.049690196058154584,0.049690196058154584,0.05840015712602729,0.049690196058154584
123,0.43478260869565216,0.8176260869565217,0.07536231884057971,0.9246376811594202,0.47365542768644375,0.23310326593825445,0.29324130637530177,0.05875822692885103,0.04898884436736394,0.05807749939470937,0.04898884436736394,0.059058620720256784,0.04898884436736394,0.05875822692885103,0.055274856896974776,0.05853131775080381,0.06511772407182041,0.052245305221192966,0.04898884436736394,0.04898884436736394,0.09327862278026458,0.04898884436736394,0.04898884436736394,0.04898884436736394,0.04898884436736394
125,0.0,0.568,0.5,0.5,0.2180687558289926,0.2180687558289926,0.5638624883420148,0.0439422741317253,0.11362196267470694,0.11362196267470694,0.0439422741317253,0.0439422741317253,0.0439422741317253,0.0439422741317253,0.0439422741317253,0.0439422741317253,0.0439422741317253,0.0439422741317253,0.0439422741317253,0.0439422741317253,0.0439422741317253,0.0439422741317253,0.0439422741317253,0.11362196267470694,0.0439422741317253
127,0.0,0.2,0.0,1.0,0.5638624883420148,0.2180687558289926,0.2180687558289926,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.13202021802084493,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796
130,9.11111111111111,0.8924444444444445,0.15151515151515152,0.8484848484848485,0.29491180749855306,0.37175485916811357,0.3333333333333333,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.0690493195200184,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.1140285327348945,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796
133,0.6666666666666666,0.5499999999999999,0.0,1.0,0.5638624883420148,0.21806875582899257,0.21806875582899257,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.10503269009191928,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.07804516216299362,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796
134,0.0,1.5037600000000002,0.03333333333333333,0.9666666666666666,0.35638624883420145,0.35638624883420145,0.28722750233159705,0.051057634234067964,0.051057634234067964,0.051057634234067964,0.051057634234067964,0.08344266774877876,0.051057634234067964,0.051057634234067964,0.051057634234067964,0.051057634234067964,0.06725015099142335,0.051057634234067964,0.051057634234067964,0.051057634234067964,0.08344266774877875,0.051057634234067964,0.051057634234067964,0.051057634234067964,0.051057634234067964
135,0.375,0.651425,0.125,0.875,0.39096562208550373,0.30451718895724816,0.30451718895724816,0.05010159790782687,0.05010159790782687,0.05010159790782687,0.05010159790782687,0.07034224385452112,0.05010159790782687,0.05010159790782687,0.06022192088117399,0.06882624781734378,0.06022192088117399,0.06882624781734378,0.05010159790782687,0.05010159790782687,0.0703422438545211,0.05010159790782687,0.05010159790782687,0.05010159790782687,0.05010159790782687
144,1.0,0.5965,0.125,0.875,0.47741405521375924,0.2180687558289926,0.30451718895724816,0.047499954182896625,0.08233979845438745,0.08233979845438745,0.047499954182896625,0.06774060012959088,0.047499954182896625,0.047499954182896625,0.047499954182896625,0.047499954182896625,0.06774060012959088,0.047499954182896625,0.047499954182896625,0.047499954182896625,0.047499954182896625,0.047499954182896625,0.047499954182896625,0.08233979845438745,0.047499954182896625
146,3.8333333333333335,1.1376,0.03333333333333333,0.9666666666666667,0.27570104458116296,0.4485979108376741,0.27570104458116296,0.05042027668324056,0.05042027668324056,0.0629033766229185,0.05042027668324056,0.05042027668324056,0.05042027668324056,0.05042027668324056,0.0629033766229185,0.05042027668324056,0.05042027668324056,0.05042027668324056,0.05042027668324056,0.05042027668324056,0.10439533254109189,0.05042027668324056,0.05042027668324056,0.0639140406477034,0.05042027668324056
147,1.6,0.7472,0.18571428571428572,0.8142857142857143,0.35638624883420145,0.2180687558289926,0.4255449953368059,0.051057634234067964,0.051057634234067964,0.051057634234067964,0.051057634234067964,0.051057634234067964,0.051057634234067964,0.051057634234067964,0.051057634234067964,0.051057634234067964,0.08344266774877875,0.051057634234067964,0.051057634234067964,0.051057634234067964,0.09963518450613414,0.051057634234067964,0.051057634234067964,0.051057634234067964,0.051057634234067964
148,0.0,0.808,0.25,0.75,0.2180687558289926,0.2180687558289926,0.5638624883420148,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.13202021802084493,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796
153,0.0,1.407,0.3214285714285714,0.6785714285714286,0.2180687558289926,0.2180687558289926,0.5638624883420148,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.13202021802084493,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796
154,0.0,0.305425,0.0625,0.9375,0.520638271777887,0.2180687558289926,0.2612929723931204,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.05105763423406796,0.1117795720741507,0.05105763423406796,0.05105763423406796,0.0712982801807622,0.05105763423406796
157,0.3333333333333333,0.6,0.0,1.0,0.5638624883420148,0.21806875582899257,0.21806875582899257,0.04741113243163229,0.07063769527929283,0.07063769527929283,0.04741113243163229,0.07439866036055794,0.04741113243163229,0.04741113243163229,0.04741113243163229,0.07237733231098817,0.04741113243163229,0.07237733231098817,0.04741113243163229,0.04741113243163229,0.04741113243163229,0.04741113243163229,0.04741113243163229,0.07063769527929283,0.04741113243163229
158,4.578616352201258,0.7037169811320755,0.15787354678864113,0.8421264532113589,0.3420325467298873,0.3050608897945328,0.35290656347557986,0.05368810151983485,0.0547952427333643,0.056449720852148375,0.049372281613922736,0.052827572224708484,0.04984334198900492,0.051294661379337705,0.06296645201983747,0.05997690685926836,0.0829918592680579,0.05812548869916027,0.049372281613922736,0.04988148025409114,0.06415150958182678,0.049372281613922736,0.049372281613922736,0.05512785726940919,0.05039067889425955
159,3.5,0.544,0.0,1.0,0.5638624883420148,0.2180687558289926,0.2180687558289926,0.047233488929103604,0.08468278874813742,0.047233488929103604,0.047233488929103604,0.047233488929103604,0.047233488929103604,0.047233488929103604,0.08468278874813742,0.08468278874813742,0.047233488929103604,0.08468278874813742,0.047233488929103604,0.047233488929103604,0.047233488929103604,0.047233488929103604,0.047233488929103604,0.047233488929103604,0.047233488929103604
