order_product_id,booked_days,order_price_paid,sum_kids,sum_adults,private,group,family,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cat_10,cat_11,cat_12,cat_13,cat_14,cat_15,cat_16,cat_17,cat_18
29,1.7142857142857142,0.9376190476190475,0.0492063492063492,0.9507936507936509,0.5067501557851161,0.22928323986226373,0.26396660435262026,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236
33,1.6666666666666667,1.5893333333333333,0.0,1.0,0.4547251090495812,0.3333333333333333,0.21194155761708547,0.11739580945058382,0.0431875047765499,0.0431875047765499,0.0431875047765499,0.11739580945058382,0.0431875047765499,0.0431875047765499,0.11739580945058382,0.0431875047765499,0.0431875047765499,0.0431875047765499,0.0431875047765499,0.0431875047765499,0.0431875047765499,0.0431875047765499,0.0431875047765499,0.0431875047765499,0.0431875047765499
34,7.221153846153846,1.1130403846153845,0.11616460462614309,0.8838353953738569,0.39227837827247297,0.2802244314574749,0.3274971902700522,0.04318750477654991,0.04318750477654991,0.11739580945058382,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.11739580945058382,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.11739580945058382,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991
35,4.857142857142857,0.7642857142857143,0.023809523809523808,0.9761904761904762,0.3940292211914573,0.3680166978236899,0.23795408098485288,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236
38,3.25,0.3413068181818182,0.03049242424242424,0.9695075757575757,0.5057648329302764,0.2533251175203518,0.24091004954937187,0.04664926785862323,0.12680585713101414,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.12680585713101414,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323
39,8.0,1.53545,0.0625,0.9375,0.4850730529786432,0.21194155761708547,0.3029853894042714,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236
42,5.0,1.252,0.0,1.0,0.4547251090495812,0.3333333333333333,0.21194155761708547,0.04664926785862324,0.04664926785862324,0.04664926785862324,0.04664926785862324,0.04664926785862324,0.04664926785862324,0.04664926785862324,0.04664926785862324,0.12680585713101414,0.04664926785862324,0.12680585713101414,0.04664926785862324,0.04664926785862324,0.04664926785862324,0.04664926785862324,0.04664926785862324,0.04664926785862324,0.04664926785862324
43,5.25,0.9607142857142857,0.017857142857142856,0.9821428571428571,0.5501043613980617,0.22494781930096916,0.22494781930096916,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.11739580945058382,0.11739580945058382,0.04318750477654991,0.11739580945058382,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991
46,2.3805309734513274,0.7492017699115044,0.06919511167298778,0.9308048883270121,0.4762103790878552,0.2473922531802375,0.2763973677319074,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236
47,1.025,0.48665,0.14699926900584795,0.8530007309941521,0.4031336043701759,0.2620156651000377,0.3348507305297864,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236
49,3.75,0.784,0.05509259259259259,0.9449074074074074,0.47495707166895584,0.2625214641655221,0.2625214641655221,0.04318750477654991,0.04318750477654991,0.11739580945058384,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.11739580945058384,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.11739580945058384,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991
50,2.272727272727273,0.7531454545454546,0.16603729603729606,0.833962703962704,0.31126210138492466,0.31126210138492466,0.3774757972301508,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.13785591727042856,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185
51,1.7692307692307692,0.39497802197802195,0.23962638238954026,0.7603736176104597,0.3179926144241372,0.24595793432878132,0.43604945124708155,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.13785591727042856,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185
52,3.0,0.6115428571428572,0.054047619047619046,0.945952380952381,0.48247180064186646,0.25356159500551334,0.2639666043526203,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.11739580945058382,0.04318750477654991,0.04318750477654991,0.11739580945058382,0.11739580945058382,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991
54,72.5,1.2389999999999999,0.0,1.0,0.3940292211914573,0.3940292211914573,0.21194155761708547,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236
55,1.1942857142857144,0.7781765714285714,0.2706009228866372,0.7293990771133628,0.302465138936916,0.254602095940224,0.44293276512285995,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.13785591727042856,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185
56,0.0,0.31043478260869567,0.0,1.0,0.5286157551377321,0.25944268724518244,0.2119415576170855,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.13785591727042856,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185
58,4.0,1.25675,0.03125,0.96875,0.4850730529786432,0.25746347351067844,0.25746347351067844,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.11739580945058382,0.11739580945058382,0.04318750477654991,0.11739580945058382,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991
60,11.0,0.7571,0.08333333333333333,0.9166666666666666,0.43044675390633164,0.3029853894042714,0.26656785668939703,0.13785591727042856,0.05071435780762186,0.05071435780762186,0.05071435780762186,0.05071435780762186,0.05071435780762186,0.05071435780762186,0.05071435780762186,0.05071435780762186,0.05071435780762186,0.05071435780762186,0.05071435780762186,0.05071435780762186,0.05071435780762186,0.05071435780762186,0.05071435780762186,0.05071435780762186,0.05071435780762186
65,55.0,0.306,0.0,1.0,0.5761168847658291,0.21194155761708547,0.21194155761708547,0.046649267858623236,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236
68,0.0,0.99,0.0,1.0,0.5761168847658291,0.21194155761708547,0.21194155761708547,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236
69,25.0,0.99,0.0,1.0,0.5761168847658291,0.21194155761708547,0.21194155761708547,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236
70,2.0,1.32,0.0,1.0,0.5761168847658291,0.21194155761708547,0.21194155761708547,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236
73,2.13953488372093,1.2579790697674418,0.07114416591160777,0.9288558340883922,0.46178277042843285,0.27122591319943906,0.26699131637212814,0.12680585713101414,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.12680585713101414,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323,0.04664926785862323
75,0.0,1.24,0.0,1.0,0.5761168847658291,0.21194155761708547,0.21194155761708547,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.13785591727042856,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185
76,5.888888888888889,1.155,0.09259259259259259,0.9074074074074073,0.45472510904958124,0.2321735202364601,0.3131013707139587,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236
78,8.0,0.54,0.0,1.0,0.5761168847658291,0.21194155761708547,0.21194155761708547,0.046649267858623236,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236
79,4.0,0.9495,0.08333333333333333,0.9166666666666666,0.3029853894042714,0.3940292211914573,0.3029853894042714,0.046649267858623236,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236
81,7.5,1.51875,0.0625,0.9375,0.3940292211914573,0.3029853894042714,0.3029853894042714,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.13785591727042856,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185,0.05071435780762185
82,0.6111111111111112,1.0857638888888888,0.08680555555555555,0.9131944444444444,0.4698990810141122,0.25240548285583475,0.2776954361300531,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.12680585713101414,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236,0.046649267858623236
83,3.558139534883721,0.529953488372093,0.07751937984496124,0.9224806201550387,0.4490789799465,0.26275671954481716,0.28816430050868297,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.11739580945058382,0.11739580945058382,0.04318750477654991,0.11739580945058382,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991,0.04318750477654991
